tier,segment,segment_name,market_role,market_metro,name,city,state,rating,reviews,relevance_score,status,website,phone,address,editorial_summary,google_primary_type,query_angle,company_id
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,nashville,Going Places Travel,Franklin,NC,5,36,70,prospect,https://goingplacestravelservice.com/,(828) 369-5999,"400 Porter St Suite 205, Franklin, NC 28734, USA",,,,7827708b-b7fe-4049-9e4a-9aa7ad644f36
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,new_orleans,Spanish Oak Events,New Orleans,LA,4.9,36,70,prospect,http://spanishoakevents.com/,(701) 371-8846,"5952 Annunciation St #1, New Orleans, LA 70115, USA",,,,ef8a3818-d808-45a6-b7bc-d9b56a7505e7
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,new_orleans,Clandestine Events + Experiences,New Orleans,LA,5,35,70,prospect,https://clandestine-events.com/,(504) 766-3033,"2705 D'Abadie St, New Orleans, LA 70119, USA",,,,df067b41-eeff-44f5-b7ee-fccb89bbaa55
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,houston,Doyin Fash LLC,Houston,TX,4.9,35,70,prospect,http://www.doyinfash.com/,(832) 278-6366,"5444 Westheimer Rd Suite 1000, Houston, TX 77056, USA",,,,f0cc40d2-260f-4888-8fa6-cff03a0de137
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,Just Because Romance Travel,Lawrenceville,GA,4.8,34,70,prospect,http://justbecauseromance.com/,(678) 582-9575,"722 Collins Hill Rd H-403, Lawrenceville, GA 30046, USA",,,,43365c1d-0bc1-4e28-81ca-95e5faf870e3
1,bachelorette-planner,Bachelorette Party Planners & Concierges,local,30a,30a Tents + Events,Santa Rosa Beach,FL,5,33,80,prospect,http://30atentsandevents.com/,(850) 499-6876,"116 MC Blvd Suite 105, Santa Rosa Beach, FL 32459, USA",,,,26fe3585-9362-4d88-b27e-33edcb3b1ed1
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,nashville,Two Sisters Travel LLC,Shelbyville,TN,4.9,33,70,prospect,http://www.twosisterstravel.com/,(931) 684-3399,"1302 N Main St, Shelbyville, TN 37160, USA",,,,f4346f3e-6c35-45ed-8eb4-ae782ea6bd17
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,new_orleans,Unique Weddings & Events,New Orleans,LA,4.9,33,70,prospect,http://uniqueweddingsinneworleans.com/,(504) 473-4254,"210 Baronne St, New Orleans, LA 70112, USA",,,,4c2dfdf8-b88a-4b81-b22c-c5d31b679952
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,The Trip Atelier,Atlanta,GA,5,32,70,prospect,https://www.thetripatelier.com/,(404) 669-6938,"3675 Peachtree Rd NE #38th, Atlanta, GA 30319, USA",,,,414b32fa-e318-46d0-b449-1f4049d24c76
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,birmingham,The Harambe Room,Birmingham,AL,5,32,70,prospect,https://www.harambe205.com/,(205) 706-7457,"1815 4th Ave N 3rd Floor, Birmingham, AL 35203, USA",,,,35563b4b-11f8-495e-ae07-99a6f06aa851
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,new_orleans,Rella's Exquisite Events & Decor,New Orleans,LA,5,32,70,prospect,http://rellaseventsandmore.com/,(228) 918-8364,"3157 Gentilly Blvd #2501, New Orleans, LA 70122, USA",,,,8769a656-f85a-40f1-a996-c83a888f0474
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,dallas,MK Event Boutique,Dallas,TX,4.8,32,70,prospect,http://www.mkeventboutique.com/,(214) 733-7206,"2017 Farrington St, Dallas, TX 75207, USA",,,,4f51376a-d56e-4eaf-9031-51701b556940
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,houston,Houston Event Planning,Houston,TX,5,32,70,prospect,https://www.houstoneventplanning.com/,(713) 541-1000,"6968 Howell Sugarland Rd, Houston, TX 77083, USA",,,,c420b2c6-041c-408f-aeb8-6501a82ef5da
1,bachelorette-planner,Bachelorette Party Planners & Concierges,local,30a,"Destin DJ's - Destin's best wedding DJ's, beach & lawn ceremony reception & venue!",Destin,FL,4.9,31,80,prospect,http://destindjs.com/,(404) 867-6075,"Scenic Hwy 98, Destin, FL 32541, USA",,,,459c73c3-63c5-4022-8f05-9fc7cf1e4d92
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,nashville,Modern Vintage Events,Nashville,TN,5,31,70,prospect,http://modernvintageevents.com/,(615) 807-0318,"4006 Dakota Ave, Nashville, TN 37209, USA",,,,8a96f970-3687-4ffb-8078-419637718a34
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,dallas,M&M Magical Adventures,Rowlett,TX,4.9,30,70,prospect,http://www.mandmmagicaladventures.com/,(844) 964-2539,"7814 Westover Dr, Rowlett, TX 75089, USA",,,,933f8228-4423-4688-9665-ad6d5eb7a1f0
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,Jimmeh Event Management,Marietta,GA,5,29,70,prospect,http://jematl.com/,(470) 338-6738,"45 South Avenue SE STE 6, Marietta, GA 30060, USA",,,,a6c44f27-c0d1-4208-8722-bbc6eead8b6f
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,nashville,Erica James Travel,Nashville,TN,4.8,29,70,prospect,https://ericajamestravel.com/,(615) 405-2167,"Box 281044, 2245 Rosa L Parks Blvd, Nashville, TN 37228, USA",,,,a5f287a9-5c8b-4fdc-8533-da2dad77a896
1,bachelorette-planner,Bachelorette Party Planners & Concierges,local,30a,Kiss the Bride Weddings Destin/30A,Destin,FL,5,28,80,prospect,http://www.kissthebrideweddings.com/,(850) 376-8272,"36468 Emerald Coast Pkwy suite 6103-1, Destin, FL 32541, USA",,,,f03c04f6-749a-4090-9882-4ac759dfe7bf
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,W Events | Atlanta Wedding Planner,Atlanta,GA,5,28,70,prospect,https://weventsco.com/,(423) 405-7615,"455 14th St NW STE 414, Atlanta, GA 30318, USA",,,,700ed826-6ad0-408c-ac11-93c8833ebbc0
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,LL Adventures Company,Atlanta,GA,4.9,28,70,prospect,http://www.lladventurescompany.com/,(678) 867-4214,"650 Ponce De Leon Ave NE Ste. 300 #1381, Atlanta, GA 30308, USA",,,,0286c329-5b1e-4194-bd78-b143e61d05f8
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,NEAL MILLER TRAVEL COMPANY,Atlanta,GA,4.9,28,70,prospect,http://www.nealmillertravel.com/,(404) 875-3341,"905 Juniper St NE, Atlanta, GA 30309, USA",,,,6fa3b5dc-399c-4ce1-a5c6-87b8fd4d3f35
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,new_orleans,Amanda Price Events,New Orleans,LA,5,28,70,prospect,http://www.amandapriceevents.com/,(504) 881-4180,"141 Allen Toussaint Blvd Suite 235, New Orleans, LA 70124, USA",,,,e28e0b95-c787-41c9-9a54-a7007ff6c129
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,houston,Bespoke Bookings Travel Agency,Houston,TX,5,28,70,prospect,https://www.bespokebookings.co/,(832) 205-8991,"24 Greenway Plz Suite 1800, Houston, TX 77046, USA",,,,26ea2600-4aa1-409f-94f9-46007fd2f1e5
1,bachelorette-planner,Bachelorette Party Planners & Concierges,local,30a,By the Sea beach wedding and Luxury Beach Picnics,Okaloosa Island,FL,5,27,80,prospect,https://www.bytheseaflorida.com/,(850) 684-8861,"340 Bluefish Dr, Okaloosa Island, FL 32548, USA",,,,cdece5bc-e653-4570-8e20-3828d45a571e
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,Dream Travel Experience LLC,Atlanta,GA,5,27,70,prospect,http://www.dreamtravelexperiencellc.com.co/,,"650 Ponce De Leon Ave NE, Atlanta, GA 30308, USA",,,,c8988f97-bff5-418d-937c-e7bdfa01ac9a
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,dallas,Jetsetting Ginny Travel Co,Colleyville,TX,5,27,70,prospect,https://jetsettingginny.com/,(214) 868-2833,"2501 Twelve Oaks Ln, Colleyville, TX 76034, USA",,,,0b75803b-c812-4abc-a737-ba3f34b0f0c8
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,dallas,You Deserve It! Vacations,Irving,TX,5,26,70,prospect,http://ydiv.com/,(972) 830-2040,"955 W John Carpenter Fwy, Irving, TX 75039, USA",,,,2fb1c033-25c4-40d7-9dba-5404ffd4377a
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,About Going Places,Sandy Springs,GA,4.3,26,70,prospect,https://www.aboutgoingplaces.com/,(404) 256-1131,"6047 Sandy Springs Cir, Sandy Springs, GA 30328, USA",,,,ad6671f1-6521-4c71-a86f-1616dd4e6167
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,birmingham,Handley Breaux Designs,Birmingham,AL,5,26,70,prospect,http://www.handleybreauxdesigns.com/,(205) 900-8804,"9 Office Park Cir Suite 103, Birmingham, AL 35223, USA",,,,54fa7f28-040f-4926-bd90-80ff5c5b57a6
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,new_orleans,Michaela’s Private New Orleans Tours,New Orleans,LA,5,26,70,prospect,http://www.privateneworleanstour.com/,(504) 251-1595,"207 N Peters St #8, New Orleans, LA 70130, USA",,,,27928343-5f21-455f-9487-33327d8430ee
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,new_orleans,Imaginative Events by Ingris,Kenner,LA,5,26,70,prospect,,(504) 327-0641,"2246 Florida Ave suite B, Kenner, LA 70062, USA",,,,b6f1ad9b-086c-456f-9e85-d68b6d308012
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,new_orleans,Bigeasy.com / Hospitality Enterprises,New Orleans,LA,3.6,24,70,prospect,http://www.bigeasy.com/,(800) 366-8882,"4220 Howard Ave, New Orleans, LA 70125, USA",,,,ccef1d37-612b-4566-8c3a-30f5bbdbeafe
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,new_orleans,Zaynnah Tours & Travel,Metairie,LA,4.7,24,70,prospect,http://www.zaynnahtravel.com/,(504) 838-7070,"3349 Ridgelake Dr Suite 102, Metairie, LA 70002, USA",,,,8d7b0d1a-7425-4d35-8586-93f9045cd017
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,dallas,Travel's The Vibe Travel Agency,Dallas,TX,5,24,70,prospect,http://travelsthevibe.com/,(817) 657-6740,"750 North St. Paul Street Ste 250, Dallas, TX 75201, USA",,,,3af8fec1-08f7-4cc1-a9c3-603b918d302f
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,houston,"Events by Nessa, LLC",Houston,TX,5,24,70,prospect,https://www.eventsbynessa.com/,(832) 563-4396,"600 Kenrick Dr Ste B3, Houston, TX 77060, USA",,,,02acdd4f-6e50-4006-9dc0-f1ea36b2addc
1,bachelorette-planner,Bachelorette Party Planners & Concierges,local,30a,To Remember Us | Grief Retreats | Holistic Healing | Wellness,Ormond Beach,FL,5,23,80,prospect,http://www.torememberus.com/,(386) 259-0660,"55 E Granada Blvd #1421, Ormond Beach, FL 32175, USA",,,,885aff99-5288-4a4f-866e-58dd5df8d0ed
1,bachelorette-planner,Bachelorette Party Planners & Concierges,local,30a,REED CONCIERGE LLC - Event planning & Travel Agency,Miami Beach,FL,5,23,80,prospect,https://reedconcierge.com/,(305) 345-3334,"1688 Meridian Ave, Miami Beach, FL 33139, USA",,,,d93381b5-9653-426d-8aee-168566c0d16a
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,houston,Houston event party LLC,Katy,TX,5,23,70,prospect,https://www.houstoneventparty.com/,(346) 662-1156,"23043 Kingsland Blvd, Katy, TX 77450, USA",,,,ff6c507a-f3d2-41a4-bd2c-89f6cbd90876
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,houston,A Day To Remember,Houston,TX,5,23,70,prospect,http://www.daytoremember.net/,(713) 862-1751,"2003 W 14th St, Houston, TX 77008, USA",,,,a70b9017-0737-490d-a8f1-1fbb45af49eb
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,Unique Occasions by TNicole,Roswell,GA,4.9,22,70,prospect,https://www.uniqueoccasionsbytnicole.com/,(404) 567-3185,"760 Old Roswell Rd Suite 127, Roswell, GA 30076, USA",,,,e7507bd1-49d0-49e3-81e2-81c9ea50363a
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,Allsome Travel LLC,Marietta,GA,4.5,22,70,prospect,https://allsometravel.com/,(404) 683-1205,"2470 Windy Hill Rd SE Suite 300, Marietta, GA 30067, USA",,,,c7ed7bc9-969c-408f-aeb0-430cf0fef93b
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,new_orleans,Lavishly Chic Designs Events + Weddings,Metairie,LA,4.3,22,70,prospect,http://lcdevents.com/,(504) 616-0428,"2701 Airline Dr K171, Metairie, LA 70001, USA",,,,79690b09-b01e-448d-81d4-d0cb55a0ed66
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,birmingham,Magnolia Vine Events,Birmingham,AL,5,21,70,prospect,,(205) 565-5448,"277 Lyon Ln, Birmingham, AL 35211, USA",,,,3c6d6c78-594d-4cac-a8ef-c583f1b0ec86
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,new_orleans,Girls In Black,New Orleans,LA,4.8,21,70,prospect,http://www.gibevents.com/,(985) 264-9123,"Tchoupitoulas St, New Orleans, LA 70115, USA",,,,2b97cec2-6d36-4875-8f73-ed33fd4f2e13
1,bachelorette-planner,Bachelorette Party Planners & Concierges,local,30a,Destin To Wed Event Planning,Santa Rosa Beach,FL,5,20,80,prospect,http://www.destintowed.com/,(850) 687-0076,"73 N Knightsbridge Ct, Santa Rosa Beach, FL 32459, USA",,,,de271c94-bd2e-4c8c-8c71-a53ece57777b
1,bachelorette-planner,Bachelorette Party Planners & Concierges,local,30a,Celebrations by the Sea LLC,Fort Walton Beach,FL,5,20,80,prospect,https://celebrationsbythesea.com/,(850) 217-5710,"740 Starfish Ave, Fort Walton Beach, FL 32548, USA",,,,22eacef6-0202-4abf-bd7a-89705f9e6c76
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,dallas,"Social Llama Events, LLC",Dallas,TX,4.8,20,70,prospect,http://socialllamaevents.com/,(214) 960-1151,"4919 Woodall St, Dallas, TX 75247, USA",,,,e285c431-03c4-46ee-8864-a7437cb2f64f
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,dallas,Event Experts Live LLC,Dallas,TX,5,20,70,prospect,https://eventexperts.live/,(616) 737-8336,"325 North St. Paul Street Suite 3100, Dallas, TX 75201, USA",,,,c5dc132f-7b2b-4fed-ad2c-ed57c2d9bbf7
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,Fiesta Tour Travel,Atlanta,GA,4.7,19,70,prospect,http://www.fiestatourtravel.com/,(404) 728-0442,"3566 Clairmont Rd, Atlanta, GA 30319, USA",,,,51dfe7be-d5a4-4614-b895-8c7d5cf487f8
1,bachelorette-planner,Bachelorette Party Planners & Concierges,local,30a,Destin Event Rentals,Niceville,FL,4.8,19,80,prospect,http://www.destineventrentals.com/,(850) 598-2799,"325 Cedar Ave S Unit B2, Niceville, FL 32578, USA",,,,6e9a03ee-c798-4db6-8d7a-5d83b7610a19
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,Saratoga Event Group,Marietta,GA,4.9,19,70,prospect,http://www.saratogaevents.com/,(770) 578-1110,"1236 Powers Ferry Common SE, Marietta, GA 30067, USA",,,,a3834c7e-3ac9-4fed-9a50-049472ccbadc
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,birmingham,Freedom Line Tours,Birmingham,AL,4.9,19,70,prospect,http://www.freedomlinetours.com/,(866) 259-9691,"1601 5th Ave N, Birmingham, AL 35203, USA",,,,6bde8841-a17d-4f4c-8472-1832f6579ec6
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,Atlanta Bar Tours,Atlanta,GA,3.1,18,70,prospect,http://www.atlantabartours.com/,,"2870 Peachtree Rd #475, Atlanta, GA 30305, USA",,,,bc4020fe-e11f-4b75-b38a-756798a0424a
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,All Travel Inc,Woodstock,GA,4.6,18,70,prospect,http://www.alltravelcompany.com/,(770) 426-1825,"7977 GA-92 Suite B, Woodstock, GA 30189, USA",,,,54d77fa4-8669-4db1-9964-3c3f52026db3
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,new_orleans,Bourbon Street Balcony Rentals,New Orleans,LA,5,18,70,prospect,https://bourbonstreetbalconyrentals.com/,,"333 Bourbon St 3rd Floor, New Orleans, LA 70130, USA",,,,727dc4cc-8f50-4a80-948b-ce4f12afdfe9
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,dallas,Social Graces Weddings and Events,Dallas,TX,5,18,70,prospect,http://www.socialgracesdallas.com/,(214) 808-1043,"4100 Spring Valley Rd Suite 915, Dallas, TX 75244, USA",,,,6a05e50a-e45f-4a67-8fd0-d48b07f79761
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,Women Travel Abroad,Kansas City,MO,5,17,70,prospect,http://www.womentravelabroad.com/,(970) 749-6491,"2112 E 25th St, Kansas City, MO 64127, USA",,,,b709d848-bb5f-4e20-8b59-48c31d85cfcf
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,Trio Travel LLC,Atlanta,GA,5,17,70,prospect,https://triotravel.us/contact-us,(888) 731-8746,"1100 Peachtree St NE, Atlanta, GA 30309, USA",,,,9190a1a4-f585-432a-b2bf-364048e6d456
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,Living Your Bucket List Travel,Atlanta,GA,5,17,70,prospect,,(877) 982-7833,"705 Town Blvd, Atlanta, GA 30319, USA",,,,260bd346-7f7b-463f-a0d3-e5aaa8b30a27
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,birmingham,Fairy Godd Shoppers,Birmingham,AL,5,17,70,prospect,http://www.fairygoddshoppers.com/,(205) 521-4044,"1601 5th Ave N ste. 254, Birmingham, AL 35203, USA",,,,3ab4e199-98ff-46dd-ae58-291eecc83726
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,new_orleans,A Pair of Ears Travel with Jennifer Pradat,Hahnville,LA,4.9,17,70,prospect,https://www.apairofearstravel.com/jenniferpradat/,(504) 812-7388,"408 S Fashion Blvd, Hahnville, LA 70057, USA",,,,4d481e8e-717c-4985-9bde-3c134bfea181
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,houston,Two Be Wed,Houston,TX,5,17,70,prospect,http://www.twobewed.com/,(832) 689-8485,"7122 Old Katy Rd, Houston, TX 77024, USA",,,,8c598a1b-77a6-4b62-bc63-4972047f0a98
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,houston,"Wedding Event Planners of Houston, LLC",Tomball,TX,4.8,17,70,prospect,http://www.wepoh.com/,(281) 716-5566,"18207 N Eldridge Pkwy, Tomball, TX 77377, USA",,,,715dea43-3682-49bd-bfd8-b7dbafd7d4c2
1,bachelorette-planner,Bachelorette Party Planners & Concierges,local,30a,Peach & Pearl Events,Santa Rosa Beach,FL,5,16,80,prospect,http://www.peachandpearlevents.com/,(850) 231-0007,"75 Summer Wind Trail, Santa Rosa Beach, FL 32459, USA",,,,f94467bb-865e-4124-a492-d6a8876cc3df
1,bachelorette-planner,Bachelorette Party Planners & Concierges,local,30a,Emerald Coast Vibe,Fort Walton Beach,FL,5,16,80,prospect,https://www.emeraldcoastvibe.com/,(850) 744-0117,"183 Eglin Pkwy NE, Fort Walton Beach, FL 32548, USA",,,,6ebfb066-ae6a-4c0a-bbd4-57e46d0a6335
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,Rosner Travel,Marietta,GA,5,16,70,prospect,https://www.rosnertravel.com/,(678) 860-2491,"1725 Emerson Bridge Ct NE, Marietta, GA 30062, USA",,,,9543e484-b724-4f97-8550-477150b6cede
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,nashville,Social Bliss Events,Nashville,TN,4.9,16,70,prospect,https://socialbliss-events.com/,(615) 236-6407,"Hillsboro Pike, Nashville, TN 37215, USA",,,,b3795f32-8b80-4de5-93e8-4b708d898e85
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,new_orleans,Z Event Company,New Orleans,LA,4.8,16,70,prospect,https://www.zeventco.com/,(504) 510-5838,"634 Orange St, New Orleans, LA 70130, USA",,,,18aa7200-e628-4d13-b123-4481f5819615
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,"Lemiga Events, LLC",Atlanta,GA,4.5,15,70,prospect,http://www.lemiga.com/,(404) 704-0725,"2480 Briarcliff Rd NE Ste 6, Atlanta, GA 30329, USA",,,,bfccce1a-9392-4a02-b1b2-9164135e9207
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,Atlanta Party Ride,Sandy Springs,GA,4.3,15,70,prospect,https://atlantapartyride.com/,(404) 500-6548,"120 Northwood Dr, Sandy Springs, GA 30342, USA",,,,bc89a514-870e-4c81-9e46-ebd2e43dcdab
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,birmingham,DESIGNER OCCASIONS BY ROSE LLC,Birmingham,AL,5,15,70,prospect,https://designeroccasions.com/,(205) 526-0020,"1601 5th Ave N Suite 141, Birmingham, AL 35203, USA",,,,ce9c11c7-1ee2-453e-ad01-623abd553619
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,birmingham,Mariee Ami,Birmingham,AL,5,15,70,prospect,http://www.marieeami.com/,(205) 870-4205,"813 Shades Creek Pkwy Suite 105, Birmingham, AL 35209, USA",,,,2891aa45-1b54-4cdc-a7ce-82ef5ae276a4
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,birmingham,Invision Events,Vestavia Hills,AL,5,15,70,prospect,http://www.invision.events/,(205) 440-2933,"732 Montgomery Hwy #268, Vestavia Hills, AL 35216, USA",,,,f51235a3-d9e8-4da0-b657-169bff3d46e3
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,birmingham,Solspire Travel,Birmingham,AL,5,15,70,prospect,http://www.solspiretravel.com/,(205) 259-3957,"269 Griffin Park Trace, Birmingham, AL 35242, USA",,,,078b5a1c-97a5-41ec-b63d-6c494f58906b
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,birmingham,Travel Modern,Birmingham,AL,5,15,70,prospect,https://www.travelmodern.com/,(205) 307-9995,"145 Main St, Birmingham, AL 35213, USA",,,,dc43997c-d98b-4b9f-8cf7-46bffc9707db
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,nashville,The Luxury Travel Agency,Nashville,TN,5,15,70,prospect,https://www.theluxurytravelagency.com/,(615) 955-5525,"2021 Richard Jones Rd #350A, Nashville, TN 37215, USA",,,,822d68ff-4453-45f4-b35d-7a00e70886ff
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,houston,Party Favours Events,Houston,TX,5,15,70,prospect,https://www.partyfavoursevents.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=17158530350175292339,,"3050 Post Oak Blvd UNIT 510, Houston, TX 77056, USA",,,,954882a7-7deb-46db-ac31-c1a2b7b86506
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,Better Travel Planning,Lawrenceville,GA,5,14,70,prospect,https://bettertravelplanning.com/,,"and Horizon Drive area, Old Peachtree Rd NE #6853, Lawrenceville, GA 30043, USA",,,,0ed126f6-8762-4aee-afc7-5d186dea5341
1,bachelorette-planner,Bachelorette Party Planners & Concierges,local,30a,Pro Event Planners,Miramar,FL,5,14,80,prospect,https://myproeventplanners.com/,(754) 246-2231,"Private, Miramar, FL 33023, USA",,,,74d757de-83bc-429c-a757-9289f0ad31e0
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,atlanta,Personal Touch Getaways,Athens,GA,5,14,70,prospect,https://www.personaltouchgetaways.com/,(706) 255-9301,"700 Mitchell Bridge Rd, Athens, GA 30606, USA",,,,378ae2c6-f6f9-408c-95c9-681133fdee2a
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,birmingham,"Dreamgate Events - Wedding Planner, Event Coordinator, Corporate, Social, & Nonprofit",Pelham,AL,5,14,70,prospect,https://dreamgateevents.com/,(205) 848-6343,"119 Cedar Cove Dr, Pelham, AL 35124, USA",,,,1934bc21-e32d-4ec4-9017-eb9c08247225
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,birmingham,The Missy Georgia Experience,Birmingham,AL,5,14,70,prospect,https://themissygeorgiaexperience.com/,(205) 862-9081,"1430 Gadsden Hwy Ste 116, Birmingham, AL 35235, USA",,,,14282d09-3e8d-4ab0-81b4-a67423be7246
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,birmingham,Cruise Planners - Exploring Dreams Together,Moody,AL,5,14,70,prospect,http://www.exploringdreamstogether.com/,(256) 836-4700,"Verbena Dr, Moody, AL 35004, USA",,,,e859a376-0a69-49b0-ac86-4c1da71ed990
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,birmingham,MaryDeeTravel,Mountain Brook,AL,5,14,70,prospect,http://marydeetravel.com/,(205) 454-4999,"2900 Cahaba Rd Suite 100D, Mountain Brook, AL 35223, USA",,,,ed003d86-2241-4374-a9d0-1178a050d598
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,new_orleans,"Lagniappe Travel Services, Inc.",Metairie,LA,4.7,14,70,prospect,http://www.lagniappetravel.com/,(504) 582-2220,"Greater New Orleans Area, 719 Bonnabel Blvd, Metairie, LA 70005, USA",,,,b8454e12-21a8-476d-a8fb-90caed3264b5
1,bachelorette-planner,Bachelorette Party Planners & Concierges,local,30a,Boutique Event Planners,Jupiter,FL,5,13,80,prospect,https://boutiqueeventplanners.com/,(954) 682-9735,"12311 186th St N, Jupiter, FL 33478, USA",,,,933849d2-b8c7-49f7-a94b-dd3ed0bfde30
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,nashville,Vibewell | Travel & Wedding Planning,Brentwood,TN,5,13,70,prospect,https://www.vibewellvoyages.com/,(629) 267-2194,"6688 Nolensville Pk #108, Brentwood, TN 37027, USA",,,,42f89061-f698-4b3d-9f31-2f4beecee07f
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,new_orleans,Wink Design & Events,New Orleans,LA,5,13,70,prospect,http://winkdesignandevents.com/,(504) 366-8063,"1519 Tchoupitoulas St, New Orleans, LA 70130, USA",,,,e48db2c5-0292-4a62-aae0-e1be7be89e43
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,new_orleans,Vacations At Sea,New Orleans,LA,5,13,70,prospect,http://www.seavacations.com/,(504) 482-1572,"4919 Canal St, New Orleans, LA 70119, USA",,,,1a0c6dda-3bff-499f-9fcc-a254c32878e3
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,dallas,a little party co,Dallas,TX,5,13,70,prospect,http://alittlepartyco.com/,,"2931 Irving Blvd #101, Dallas, TX 75247, USA",,,,3e99319c-8499-40fc-b36a-a0e495c8e1c4
1,bachelorette-planner,Bachelorette Party Planners & Concierges,feeder,houston,Sarah Qey Travel,Houston,TX,3.8,13,70,prospect,http://www.sarahqeytravel.com/,(713) 485-4645,"6405 Teal Run Dr, Houston, TX 77035, USA",,,,ad308e12-b574-4e64-a687-cf58860280a3
